series,timestamp,value,label
Rise,2016-06-20T02:00:00.000Z,180,1
Set,2016-06-20T18:30:00.000Z,1170,1
Rise,2016-06-21T02:05:00.000Z,185,1
Set,2016-06-21T17:50:00.000Z,1130,1
Rise,2016-06-22T02:05:00.000Z,185,1
Set,2016-06-22T18:25:00.000Z,1165,1
Rise,2016-06-23T02:00:00.000Z,180,1
Set,2016-06-23T18:30:00.000Z,1170,1
Rise,2016-06-24T02:20:00.000Z,200,1
Set,2016-06-24T18:15:00.000Z,1155,1
Rise,2016-06-25T02:10:00.000Z,190,1
Set,2016-06-25T18:15:00.000Z,1155,1
Rise,2016-06-26T02:00:00.000Z,180,1
Set,2016-06-26T18:30:00.000Z,1170,1
Rise,2016-06-27T02:05:00.000Z,185,1
Set,2016-06-27T18:15:00.000Z,1155,1
Rise,2016-06-28T02:20:00.000Z,200,1
Set,2016-06-28T18:25:00.000Z,1165,1
Rise,2016-06-29T02:20:00.000Z,200,1
Set,2016-06-29T18:20:00.000Z,1160,1
Rise,2016-06-30T02:10:00.000Z,190,1
Set,2016-06-30T18:25:00.000Z,1165,1
Rise,2016-07-01T02:10:00.000Z,190,1
Set,2016-07-01T18:15:00.000Z,1155,1
Rise,2016-07-02T02:25:00.000Z,205,1
Set,2016-07-02T18:25:00.000Z,1165,1
Rise,2016-07-03T02:15:00.000Z,195,1
Set,2016-07-03T18:25:00.000Z,1165,1
Rise,2016-07-04T02:15:00.000Z,195,1
Set,2016-07-04T18:05:00.000Z,1145,1
Rise,2016-07-05T02:10:00.000Z,190,1
Set,2016-07-05T18:10:00.000Z,1150,1
Rise,2016-07-06T02:30:00.000Z,210,1
Set,2016-07-06T18:10:00.000Z,1150,1
Rise,2016-07-07T02:15:00.000Z,195,1
Set,2016-07-07T18:15:00.000Z,1155,1
Rise,2016-07-08T02:15:00.000Z,195,1
Set,2016-07-08T18:20:00.000Z,1160,1
Rise,2016-07-09T02:15:00.000Z,195,1
Set,2016-07-09T18:15:00.000Z,1155,1
Rise,2016-07-10T02:20:00.000Z,200,1
Set,2016-07-10T18:20:00.000Z,1160,1
Rise,2016-07-11T02:15:00.000Z,195,1
Set,2016-07-11T18:10:00.000Z,1150,1
Rise,2016-07-12T02:20:00.000Z,200,1
Set,2016-07-12T18:05:00.000Z,1145,1
Rise,2016-07-13T02:10:00.000Z,190,1
Set,2016-07-13T18:05:00.000Z,1145,1
Rise,2016-07-14T02:20:00.000Z,200,1
Set,2016-07-14T18:05:00.000Z,1145,1
Rise,2016-07-15T02:20:00.000Z,200,1
Set,2016-07-15T18:05:00.000Z,1145,1
Rise,2016-07-16T02:20:00.000Z,200,1
Set,2016-07-16T18:20:00.000Z,1160,1
Rise,2016-07-17T02:20:00.000Z,200,1
Set,2016-07-17T18:10:00.000Z,1150,1
Rise,2016-07-18T02:25:00.000Z,205,1
Set,2016-07-18T18:05:00.000Z,1145,1
Rise,2016-07-19T02:30:00.000Z,210,1
Set,2016-07-19T18:10:00.000Z,1150,1
Rise,2016-07-20T02:25:00.000Z,205,1
Set,2016-07-20T18:05:00.000Z,1145,1
Rise,2016-07-21T02:30:00.000Z,210,1
Set,2016-07-21T18:05:00.000Z,1145,1
Rise,2016-07-22T02:25:00.000Z,205,1
Set,2016-07-22T18:10:00.000Z,1150,1
Rise,2016-07-23T02:30:00.000Z,210,1
Set,2016-07-23T18:00:00.000Z,1140,1
Rise,2016-07-24T02:20:00.000Z,200,1
Set,2016-07-24T18:05:00.000Z,1145,1
Rise,2016-07-25T02:45:00.000Z,225,2
Set,2016-07-25T18:05:00.000Z,1145,2
Rise,2016-07-26T02:40:00.000Z,220,3
Set,2016-07-26T18:05:00.000Z,1145,3
Rise,2016-07-27T02:45:00.000Z,225,3
Set,2016-07-27T18:00:00.000Z,1140,3
Rise,2016-07-28T02:30:00.000Z,210,3
Set,2016-07-28T18:05:00.000Z,1145,3
Rise,2016-07-29T02:45:00.000Z,225,3
Set,2016-07-29T17:55:00.000Z,1135,3
Rise,2016-07-30T02:50:00.000Z,230,3
